id,text,label
1079,ngawur,toxic
1080,cacat,toxic
1081,hei k4mpung4n sekali,toxic
1082,wahai cupu,toxic
1083,dasar p3mbohong bang,toxic
1084,taiayam beneran,toxic
1085,b1ad4b,toxic
1086,goblok banget,toxic
1087,si paling n0r4k amat,toxic
1088,si paling t4iay4m sih,toxic
1089,kasar lu,toxic
1090,hei munafik,toxic
1091,kampret abis,toxic
1092,tolol sekali,toxic
1093,dasar lu jahat,toxic
1094,alay banget,toxic
1095,songong,toxic
1096,kur4ng4j4r,toxic
1097,k0tor,toxic
1098,oi rese,toxic
1099,nakal,toxic
1100,nih bajingan kau,toxic
1101,busuk,toxic
1102,dasar anak b4jing4n parah,toxic
1103,gila,toxic
1104,t41,toxic
1105,nakal woy,toxic
1106,idiot,toxic
1107,dasar kampungan kau,toxic
1108,tukangfitnah,toxic
1109,kamu kasar,toxic
1110,wahai brengo5 banget,toxic
1111,si pemalas,toxic
1112,cupu,toxic
1113,nih male5in ya,toxic
1114,goblok,toxic
1115,ampas lu,toxic
1116,jahat,toxic
1117,sampah,toxic
1118,cupu bro,toxic
1119,loser nih,toxic
1120,julid nih,toxic
1121,oi rusak,toxic
1122,kampr3t,toxic
1123,oi alay,toxic
1124,0takud4ng,toxic
1125,kasar woy,toxic
1126,si paling nyebelin,toxic
1127,busuk bang,toxic
1128,ngawur,toxic
1129,taiayam ya,toxic
1130,woi j0rok nih,toxic
1131,oi g1la ya,toxic
1132,bac0t,toxic
1133,idiot beneran,toxic
1134,si paling egois,toxic
1135,songong ya,toxic
1136,kau kampung4n kau,toxic
1137,kamu ngehe,toxic
1138,ot4kud4ng,toxic
1139,dasar p3m4las ya,toxic
1140,br3ng53k,toxic
1141,oi egois,toxic
1142,g0bl0k,toxic
1143,cacat bang,toxic
1144,julid,toxic
1145,parasit amat,toxic
1146,dasar lu 5oktau bang,toxic
1147,penipu,toxic
1148,brengsek,toxic
1149,alay,toxic
1150,sinting sih,toxic
1151,sialan,toxic
1152,brengos,toxic
1153,bodoh,toxic
1154,idiotan,toxic
1155,cerewet,toxic
1156,idiot,toxic
1157,bu5uk,toxic
1158,ny3b3l1n,toxic
1159,payah,toxic
1160,hei cupu,toxic
1161,oi bego,toxic
1162,dasar manusia idiot,toxic
1163,berisik bang,toxic
1164,kamu pengkh1anat lu,toxic
1165,oi 4mp4s kau,toxic
1166,dasar anak ber4ndal woy,toxic
1167,si kurangajar,toxic
1168,breng53k,toxic
1169,si paling 4nj1ng cuk,toxic
1170,kamu ta1ayam woy,toxic
1171,wahai muka du4 abis,toxic
1172,wahai idiotan,toxic
1173,stress,toxic
1174,brengsek,toxic
1175,k4mpr3t,toxic
1176,p3m4r4h,toxic
1177,pemalas sih,toxic
1178,t0l0l,toxic
1179,parasit,toxic
1180,ngawur,toxic
1181,cupu bang,toxic
1182,brengsek,toxic
1183,dasar lu nyebel1n sih,toxic
1184,oi 50kt4u abis,toxic
1185,si paling t0l0l beneran,toxic
1186,kamu tai,toxic
1187,soktau cuk,toxic
1188,dasar anak l3mot abis,toxic
1189,dasar manusia soktau,toxic
1190,oi norak,toxic
1191,l3m0t,toxic
1192,si julid abis,toxic
1193,idiot,toxic
1194,setan parah,toxic
1195,dasar berandal,toxic
1196,pemalas,toxic
1197,pecundang woy,toxic
1198,biad4b,toxic
1199,nyebelin kau,toxic
1200,malesin parah,toxic
1201,b14dab,toxic
1202,goblokan,toxic
1203,nakal,toxic
1204,kau useles5 parah,toxic
1205,loser bang,toxic
1206,woi b4ng54t banget,toxic
1207,si paling l3m0t lu,toxic
1208,garing,toxic
1209,ngawur,toxic
1210,l0s3r,toxic
1211,oi nakal,toxic
1212,cupu,toxic
1213,kau idiot,toxic
1214,hei ampas,toxic
1215,hei busuk,toxic
1216,taikucing,toxic
1217,nih tuk4ngf1tnah sih,toxic
1218,si p3n1pu cuk,toxic
1219,cacat beneran,toxic
1220,wahai rese,toxic
1221,pem4las,toxic
1222,si paling cupu,toxic
1223,dasar lu parasit,toxic
1224,pemar4h,toxic
1225,soktau,toxic
1226,songong,toxic
1227,s14lan,toxic
1228,tukangfitnah abis,toxic
1229,lemot woy,toxic
1230,si paling brengs3k sekali,toxic
1231,edan,toxic
1232,otakudang beneran,toxic
1233,woi pay4h beneran,toxic
1234,anj1ng,toxic
1235,kampret bro,toxic
1236,berandal beneran,toxic
1237,cacat woy,toxic
1238,si anjing,toxic
1239,nih pembohong,toxic
1240,oi edan,toxic
1241,dasar manusia kampr3t woy,toxic
1242,eh 3gois sekali,toxic
1243,p3mala5,toxic
1244,dasar anak cacat lu,toxic
1245,stress amat,toxic
1246,tololan,toxic
1247,loser,toxic
1248,dasar manusia idiot banget,toxic
1249,pemalas,toxic
1250,begokan,toxic
1251,dasar bego,toxic
1252,gila abis,toxic
1253,hei sokt4u woy,toxic
1254,dasar anak cacat,toxic
1255,brengsek sekali,toxic
1256,pengacau,toxic
1257,arogan banget,toxic
1258,pembohong amat,toxic
1259,garing,toxic
1260,kamu cupu,toxic
1261,oi bacot lu,toxic
1262,nakal,toxic
1263,1diot,toxic
1264,ta1kuc1ng,toxic
1265,cacat amat,toxic
1266,beg0,toxic
1267,kau pem4l45 sekali,toxic
1268,si kampungan,toxic
1269,mal35in,toxic
1270,si pengkhianat,toxic
1271,kau b4c0t banget,toxic
1272,bego,toxic
1273,si paling tol0l cuk,toxic
1274,jahat cuk,toxic
1275,hei berandal,toxic
1276,berisik,toxic
1277,bajingan,toxic
1278,nih t0lol amat,toxic
1279,b3g0,toxic
1280,oi t0l0lan lu,toxic
1281,g4r1ng,toxic
1282,arogan cuk,toxic
1283,si bodoh bro,toxic
1284,eh m4l4s cuk,toxic
1285,ego15,toxic
1286,dasar k0t0r woy,toxic
1287,j0r0k,toxic
1288,jorok bang,toxic
1289,pengkhianat sih,toxic
1290,wahai goblokan,toxic
1291,begokan ya,toxic
1292,keras kepala abis,toxic
1293,ngawur,toxic
1294,tolol parah,toxic
1295,sampah banget,toxic
1296,dasar manusia begokan,toxic
1297,t414y4m,toxic
1298,otakudang,toxic
1299,cacat,toxic
1300,otakudang cuk,toxic
1301,jahat ya,toxic
1302,wahai goblok,toxic
1303,p3m4l45,toxic
1304,b1adab,toxic
1305,idiot,toxic
1306,pengacau,toxic
1307,nak4l,toxic
1308,malas bro,toxic
1309,malesin,toxic
1310,dasar munafik,toxic
1311,dasar manusia brengsek,toxic
1312,dasar anak kampr3t sih,toxic
1313,si paling bodoh,toxic
1314,hei br3ngseklu banget,toxic
1315,hei begokan,toxic
1316,si paling jahat,toxic
1317,begokan,toxic
1318,jahat,toxic
1319,beris1k,toxic
1320,julid,toxic
1321,kamu biadab,toxic
1322,anjing lu,toxic
1323,si paling bodoh,toxic
1324,pemarah amat,toxic
1325,5ombong,toxic
1326,kampret,toxic
1327,oi ru54k kau,toxic
1328,berisik nih,toxic
1329,kasar,toxic
1330,bacot bro,toxic
1331,bajingan,toxic
1332,berandal,toxic
1333,muka dua,toxic
1334,ampas,toxic
1335,dasar manusia jul1d ya,toxic
1336,ngehe,toxic
1337,rese,toxic
1338,pengkhianat,toxic
1339,alay,toxic
1340,gil4,toxic
1341,wahai b4ng54t bro,toxic
1342,kamu rusak,toxic
1343,bangsat,toxic
1344,pem4r4h,toxic
1345,ber1s1k,toxic
1346,51nt1ng,toxic
1347,soktau,toxic
1348,rese ya,toxic
1349,ampas,toxic
1350,norak bang,toxic
1351,ta1ay4m,toxic
1352,taikucing,toxic
1353,pengkhianat,toxic
1354,woi julid parah,toxic
1355,stress,toxic
1356,woi id1ot bro,toxic
1357,rusak,toxic
1358,pengkh1an4t,toxic
1359,dasar anak nakal,toxic
1360,p3n1pu,toxic
1361,kau payah,toxic
1362,4njing,toxic
1363,nakal banget,toxic
1364,sampah,toxic
1365,eh kotor,toxic
1366,jahat,toxic
1367,keparat,toxic
1368,g1la,toxic
1369,tol0l,toxic
1370,tuk4ngf1tn4h,toxic
1371,bacot bro,toxic
1372,dasar manusia cupu bang,toxic
1373,malesin,toxic
1374,goblokan,toxic
1375,kau pecundang lu,toxic
1376,jahat ya,toxic
1377,ampas sekali,toxic
1378,woi bu5uk sekali,toxic
1379,nak4l,toxic
1380,bacot,toxic
1381,dasar manusia bodoh,toxic
1382,biadab,toxic
1383,kau brengos,toxic
1384,hei parasit,toxic
1385,cer3w3t,toxic
1386,anjing woy,toxic
1387,norak banget,toxic
1388,busuk banget,toxic
1389,si paling t41kuc1ng kau,toxic
1390,si pem4l45 abis,toxic
1391,sombong,toxic
1392,l0s3r,toxic
1393,dasar lu rusak,toxic
1394,malesin ya,toxic
1395,idiot sih,toxic
1396,oi berandal,toxic
1397,ng3y3l,toxic
1398,kampungan sekali,toxic
1399,b3go,toxic
1400,gobl0k,toxic
1401,bangsat,toxic
1402,t41ay4m,toxic
1403,nih 5ombong nih,toxic
1404,kamu ng3yel bang,toxic
1405,eh k3p4rat banget,toxic
1406,cerewet,toxic
1407,payah nih,toxic
1408,begokan nih,toxic
1409,al4y,toxic
1410,si nakal bang,toxic
1411,ngawur sih,toxic
1412,pengkhian4t,toxic
1413,taikucing cuk,toxic
1414,dasar manusia berandal,toxic
1415,kep4r4t,toxic
1416,samp4h,toxic
1417,oi gila,toxic
1418,goblok,toxic
1419,5tr3s5,toxic
1420,woi lebay nih,toxic
1421,si id10tan beneran,toxic
1422,si paling 4lay woy,toxic
1423,useless kau,toxic
1424,sampah abis,toxic
1425,kampret,toxic
1426,eh kotor,toxic
1427,dungu,toxic
1428,tololan,toxic
1429,goblok,toxic
1430,parasit,toxic
1431,r35e,toxic
1432,ber4nd4l,toxic
1433,dasar tukangfitnah,toxic
1434,setan,toxic
1435,dasar anak b4jing4n lu,toxic
1436,nakal bang,toxic
1437,dasar anak brengsek,toxic
1438,garing,toxic
1439,oi berisik,toxic
1440,pengkh14n4t,toxic
1441,eh tukangfitn4h kau,toxic
1442,kampret ya,toxic
1443,julid cuk,toxic
1444,nakal ya,toxic
1445,oi garing,toxic
1446,jahat,toxic
1447,kampungan,toxic
1448,nih l05er lu,toxic
1449,jahil beneran,toxic
1450,kau k3parat bang,toxic
1451,kamu nakal,toxic
1452,ngey3l,toxic
1453,kamu malesin,toxic
1454,si s1nt1ng banget,toxic
1455,dasar anak kampret,toxic
1456,muka du4,toxic
1457,si paling payah,toxic
1458,oi otakudang,toxic
1459,norak bang,toxic
1460,brengos,toxic
1461,lemot,toxic
1462,soktau banget,toxic
1463,kamu berisik,toxic
1464,sombong sekali,toxic
1465,jahat,toxic
1466,kotor sekali,toxic
1467,garing parah,toxic
1468,sombong banget,toxic
1469,hei taiayam,toxic
1470,pengkhianat,toxic
1471,pemalas amat,toxic
1472,goblok,toxic
1473,cac4t,toxic
1474,kamu garing,toxic
1475,arogan bang,toxic
1476,p4r4s1t,toxic
1477,g0blokan,toxic
1478,kotor,toxic
1479,j0r0k,toxic
1480,k3p4r4t,toxic
1481,eh kasar,toxic
1482,dasar manusia b3g0 bro,toxic
1483,hei goblokan,toxic
1484,idiotan sekali,toxic
1485,dasar manusia cupu,toxic
1486,4lay,toxic
1487,wahai k3par4t nih,toxic
1488,lebay nih,toxic
1489,cacat woy,toxic
1490,wahai penipu bro,toxic
1491,woi malesin,toxic
1492,g4ring,toxic
1493,pengkhianat lu,toxic
1494,ngehe woy,toxic
1495,goblok,toxic
1496,rusak ya,toxic
1497,woi bacot,toxic
1498,bacot abis,toxic
1499,jelek amat,toxic
1500,munafik lu,toxic
1501,kampungan,toxic
1502,jelek,toxic
1503,lebay,toxic
1504,garing beneran,toxic
1505,jahil,toxic
1506,pengacau,toxic
1507,nih taiayam,toxic
1508,kamu garing,toxic
1509,keparat sekali,toxic
1510,hei k4mpungan kau,toxic
1511,nakal lu,toxic
1512,g1la,toxic
1513,bodoh,toxic
1514,woi brengseklu bang,toxic
1515,eh ngehe woy,toxic
1516,taiayam abis,toxic
1517,cer3w3t,toxic
1518,5ong0ng,toxic
1519,si tai,toxic
1520,kamu ngeyel,toxic
1521,kau nakal parah,toxic
1522,edan,toxic
1523,dasar lu biadab,toxic
1524,b4jingan,toxic
1525,ngawur bang,toxic
1526,bac0t,toxic
1527,bego amat,toxic
1528,goblok4n,toxic
1529,hei brengsek,toxic
1530,hei ker45 k3p4la cuk,toxic
1531,nyebelin,toxic
1532,nakal abis,toxic
1533,pay4h,toxic
1534,bodoh,toxic
1535,tololan,toxic
1536,si paling pemarah,toxic
1537,pemalas,toxic
1538,hei p3mala5 amat,toxic
1539,woi keras kepala,toxic
1540,cacat ya,toxic
1541,dasar tolol,toxic
1542,kau s3tan bang,toxic
1543,5tre55,toxic
1544,kau sombong,toxic
1545,brengseklu,toxic
1546,ka5ar,toxic
1547,si busuk,toxic
1548,4r0gan,toxic
1549,eh cupu,toxic
1550,tolol,toxic
1551,sinting,toxic
1552,cacat,toxic
1553,tuk4ngf1tnah,toxic
1554,tukangfitnah amat,toxic
1555,setan,toxic
1556,hei l0s3r amat,toxic
1557,malas kau,toxic
1558,sombong cuk,toxic
1559,si paling tolol,toxic
1560,pengkhianat,toxic
1561,otakudang amat,toxic
1562,nih tukangfitnah,toxic
1563,brengsek,toxic
1564,dungu,toxic
1565,hei useless,toxic
1566,p3ngkh1anat,toxic
1567,oi brengsek,toxic
1568,eh pemarah,toxic
1569,kau anjing,toxic
1570,anjing,toxic
1571,loser bro,toxic
1572,si paling nakal,toxic
1573,mal3sin,toxic
1574,berandal,toxic
1575,oi setan bang,toxic
1576,mun4f1k,toxic
1577,kau sombong,toxic
1578,bego,toxic
1579,egois,toxic
1580,dasar 4r0gan sih,toxic
1581,biadab,toxic
1582,kurangajar sekali,toxic
1583,breng53k,toxic
1584,eh br3ngsek banget,toxic
1585,g1la,toxic
1586,julid,toxic
1587,kamu pemarah,toxic
1588,sial4n,toxic
1589,pengkhianat,toxic
1590,51nt1ng,toxic
1591,si4lan,toxic
1592,jah4t,toxic
1593,g0blok,toxic
1594,dasar manusia bacot,toxic
1595,s1al4n,toxic
1596,5et4n,toxic
1597,gila banget,toxic
1598,dungu,toxic
1599,kamu stress,toxic
1600,t4i,toxic
1601,dasar manusia s1nting cuk,toxic
1602,kotor,toxic
1603,jahil,toxic
1604,s3tan,toxic
1605,t4iay4m,toxic
1606,eh parasit,toxic
1607,dasar manusia b4jing4n parah,toxic
1608,pemarah cuk,toxic
1609,jelek,toxic
1610,si b3rand4l parah,toxic
1611,kau idiotan,toxic
1612,si paling rese,toxic
1613,bego,toxic
1614,tai,toxic
1615,norak,toxic
1616,oi lemot,toxic
1617,goblok,toxic
1618,tukangfitnah,toxic
1619,berisik banget,toxic
1620,malesin,toxic
1621,otakudang kau,toxic
1622,eh t4i abis,toxic
1623,dasar manusia k4mpret sekali,toxic
1624,jahil,toxic
1625,garing cuk,toxic
1626,hei jorok,toxic
1627,ampa5,toxic
1628,l0s3r,toxic
1629,u53l35s,toxic
1630,malas,toxic
1631,kau kur4ngaj4r lu,toxic
1632,j3l3k,toxic
1633,hei rusak,toxic
1634,pemalas,toxic
1635,setan nih,toxic
1636,hei idiot,toxic
1637,si gil4 banget,toxic
1638,nih goblok,toxic
1639,kamu leb4y nih,toxic
1640,kasar bro,toxic
1641,pemboh0ng,toxic
1642,tololan beneran,toxic
1643,eh keparat,toxic
1644,woi muka dua,toxic
1645,hei pay4h banget,toxic
1646,kamu idiot,toxic
1647,bego bang,toxic
1648,cupu,toxic
1649,oi lebay,toxic
1650,nih bacot nih,toxic
1651,brengos,toxic
1652,lemot,toxic
1653,kamu 4mp45 banget,toxic
1654,rusak,toxic
1655,bego,toxic
1656,bangsat,toxic
1657,kampret amat,toxic
1658,bego,toxic
1659,dasar anak eg0is sekali,toxic
1660,wahai lemot banget,toxic
1661,si kampret,toxic
1662,kamu peng4cau parah,toxic
1663,eh r353 sih,toxic
1664,wahai beri5ik sekali,toxic
1665,brengo5,toxic
1666,pemalas amat,toxic
1667,eh penipu,toxic
1668,taikucing banget,toxic
1669,oi 5oktau parah,toxic
1670,cerewet ya,toxic
1671,hei nakal,toxic
1672,g0blok,toxic
1673,nih dungu sekali,toxic
1674,50mb0ng,toxic
1675,lemot bang,toxic
1676,wahai kurangajar,toxic
1677,norak kau,toxic
1678,brengs3klu,toxic
1679,kau jahat,toxic
1680,l3bay,toxic
1681,nakal,toxic
1682,ampas,toxic
1683,kamu jelek,toxic
1684,gila bro,toxic
1685,b4j1ng4n,toxic
1686,kamu pecundang,toxic
1687,ngawur,toxic
1688,pem4las,toxic
1689,bangsat,toxic
1690,biadab,toxic
1691,julid bang,toxic
1692,dasar anak pem4rah sih,toxic
1693,otakudang,toxic
1694,bodoh ya,toxic
1695,si paling gila,toxic
1696,jah4t,toxic
1697,cupu,toxic
1698,kurangajar,toxic
1699,brengseklu banget,toxic
1700,sialan bang,toxic
1701,oi malesin,toxic
1702,si paling bajing4n kau,toxic
1703,si paling brengsek,toxic
1704,dasar manusia 5ampah sekali,toxic
1705,busuk beneran,toxic
1706,dasar anak edan kau,toxic
1707,stress abis,toxic
1708,gila,toxic
1709,p3cund4ng,toxic
1710,si paling ka5ar kau,toxic
1711,norak kau,toxic
1712,ampas nih,toxic
1713,si tai,toxic
1714,dasar lu nakal,toxic
1715,woi j0r0k sih,toxic
1716,dasar anak b3r151k ya,toxic
1717,b4j1ng4n,toxic
1718,arog4n,toxic
1719,woi cerewet,toxic
1720,dungu lu,toxic
1721,nih b4ngs4t sih,toxic
1722,kau tol0l abis,toxic
1723,p3ngkhianat,toxic
1724,norak bro,toxic
1725,kau los3r beneran,toxic
1726,jorok,toxic
1727,eh malesin,toxic
1728,nyebelin woy,toxic
1729,dasar anak gila,toxic
1730,oi ampas,toxic
1731,jelek sekali,toxic
1732,woi goblok4n nih,toxic
1733,k0tor,toxic
1734,loser abis,toxic
1735,u53le5s,toxic
1736,setan,toxic
1737,bacot woy,toxic
1738,si m4las amat,toxic
1739,kau pengkhianat,toxic
1740,kurangajar lu,toxic
1741,mun4fik,toxic
1742,brengs3k,toxic
1743,payah,toxic
1744,dasar nyeb3lin lu,toxic
1745,tukangfitnah,toxic
1746,si nakal,toxic
1747,kau kampret,toxic
1748,dasar 51nting nih,toxic
1749,dasar manusia jul1d beneran,toxic
1750,cerewet,toxic
1751,woi taikucing,toxic
1752,brengsek,toxic
1753,brengsek,toxic
1754,eh k4mpung4n beneran,toxic
1755,rusak sekali,toxic
1756,j3lek,toxic
1757,si bajingan,toxic
1758,hei taikucing,toxic
1759,dasar anak j4hat sekali,toxic
1760,pengacau abis,toxic
1761,oi idiotan,toxic
1762,kamu lemot,toxic
1763,oi nakal,toxic
1764,garing,toxic
1765,eh stress,toxic
1766,oi n4k4l sih,toxic
1767,jahil banget,toxic
1768,re5e,toxic
1769,kamu ngehe,toxic
1770,dasar anak soktau,toxic
1771,tuk4ngfitnah,toxic
1772,1diot4n,toxic
1773,peng4c4u,toxic
1774,nakal,toxic
1775,dasar manusia jahat bang,toxic
1776,eh pembohong,toxic
1777,wahai brengos,toxic
1778,otakudang,toxic
1779,oi pem4l45 sekali,toxic
1780,malas,toxic
1781,malesin nih,toxic
1782,hei gila cuk,toxic
1783,songong,toxic
1784,dasar k3ras kep4l4 bro,toxic
1785,muka dua,toxic
1786,kamu jelek,toxic
1787,ber4ndal,toxic
1788,oi k4sar sih,toxic
1789,ta1,toxic
1790,alay,toxic
1791,arogan parah,toxic
1792,pengkhianat,toxic
1793,dasar anak malas cuk,toxic
1794,jel3k,toxic
1795,nih brengsek,toxic
1796,b4ng54t,toxic
1797,wahai tukangfitnah,toxic
1798,kamu taiayam,toxic
1799,alay lu,toxic
1800,b4ngs4t,toxic
1801,si paling 3d4n sekali,toxic
1802,leb4y,toxic
1803,dasar lu gobl0kan nih,toxic
1804,kotor,toxic
1805,dasar brengsek,toxic
1806,idiotan,toxic
1807,si otakudang,toxic
1808,dasar lu pemarah,toxic
1809,lebay,toxic
1810,k3ra5 k3p4l4,toxic
1811,bego,toxic
1812,jahil,toxic
1813,eh alay,toxic
1814,s1alan,toxic
1815,ampas,toxic
1816,begokan,toxic
1817,si paling ng3he bang,toxic
1818,wahai bu5uk bro,toxic
1819,cupu,toxic
1820,kau brengsek ya,toxic
1821,dasar anak bangsat cuk,toxic
1822,kamu tukangfitnah banget,toxic
1823,id1otan,toxic
1824,si paling kampungan,toxic
1825,woi ngawur,toxic
1826,jahil sekali,toxic
1827,woi bajingan,toxic
1828,si 5amp4h banget,toxic
1829,jelek ya,toxic
1830,goblok,toxic
1831,useless ya,toxic
1832,eh dungu,toxic
1833,al4y,toxic
1834,si paling ngehe,toxic
1835,nih j4h4t cuk,toxic
1836,wahai sombong,toxic
1837,nih jor0k amat,toxic
1838,ot4kud4ng,toxic
1839,sinting,toxic
1840,ny3bel1n,toxic
1841,kamu idiot,toxic
1842,pembohong beneran,toxic
1843,kau pem4las cuk,toxic
1844,lemot,toxic
1845,kurangaj4r,toxic
1846,jahil parah,toxic
1847,amp45,toxic
1848,tai,toxic
1849,sialan beneran,toxic
1850,si breng53k woy,toxic
1851,jorok,toxic
1852,eh soktau,toxic
1853,dasar sint1ng beneran,toxic
1854,woi s1nt1ng woy,toxic
1855,kau loser,toxic
1856,alay,toxic
1857,ampas amat,toxic
1858,wahai brengsek,toxic
1859,taikucing amat,toxic
1860,munafik,toxic
1861,pemarah,toxic
1862,kau ng3h3 sekali,toxic
1863,si paling otakudang,toxic
1864,l3mot,toxic
1865,hei tukangfitnah,toxic
1866,goblokan abis,toxic
1867,woi dungu sekali,toxic
1868,dasar anak cupu,toxic
1869,julid,toxic
1870,r353,toxic
1871,kamu peng4cau parah,toxic
1872,malesin,toxic
1873,keras kepala,toxic
1874,p3malas,toxic
1875,ng3h3,toxic
1876,dasar manusia bajingan,toxic
1877,munafik,toxic
1878,hei songong,toxic
1879,si paling p3mb0h0ng ya,toxic
1880,cerewet,toxic
1881,kamu brengsek,toxic
1882,wahai julid cuk,toxic
1883,53tan,toxic
1884,dasar anak bego,toxic
1885,kamu dungu,toxic
1886,nih us3less parah,toxic
1887,kau cupu abis,toxic
1888,nih p3ng4cau woy,toxic
1889,soktau,toxic
1890,si berisik,toxic
1891,si 3g01s cuk,toxic
1892,si paling l05er beneran,toxic
1893,busuk,toxic
1894,tololan,toxic
1895,idiot amat,toxic
1896,si paling cerewet,toxic
1897,kamu taikucing,toxic
1898,arogan amat,toxic
1899,nih soktau,toxic
1900,nih setan,toxic
1901,dasar lu otakudang,toxic
1902,b4c0t,toxic
1903,setan,toxic
1904,setan abis,toxic
1905,nih parasit,toxic
1906,lo5er,toxic
1907,jahil,toxic
1908,jelek,toxic
1909,kau gila,toxic
1910,dasar anak goblok,toxic
1911,kau pengkh14n4t woy,toxic
1912,hei goblokan,toxic
1913,egois cuk,toxic
1914,1d10t4n,toxic
1915,eh n4kal lu,toxic
1916,woi p3n1pu lu,toxic
1917,bacot,toxic
1918,b4cot,toxic
1919,dasar manusia ngawur,toxic
1920,bodoh,toxic
1921,eh s3t4n bro,toxic
1922,wahai otakudang parah,toxic
1923,kotor abis,toxic
1924,kau s1nting ya,toxic
1925,muka du4,toxic
1926,wahai pemarah,toxic
1927,ka54r,toxic
1928,dasar anak ngawur,toxic
1929,songong,toxic
1930,p3m4l45,toxic
1931,brengseklu,toxic
1932,ot4kudang,toxic
1933,kamu busuk bro,toxic
1934,jahil,toxic
1935,kamu tukangfitnah banget,toxic
1936,kau p3mala5 bro,toxic
1937,k4sar,toxic
1938,busuk kau,toxic
1939,bodoh,toxic
1940,t41kuc1ng,toxic
1941,dasar anak pengacau,toxic
1942,otakudang,toxic
1943,malas,toxic
1944,hei taiayam,toxic
1945,pecundang,toxic
1946,bu5uk,toxic
1947,si paling kampret,toxic
1948,loser beneran,toxic
1949,cerewet nih,toxic
1950,egois nih,toxic
1951,nakal,toxic
1952,pemalas abis,toxic
1953,kotor,toxic
1954,dasar ny3belin ya,toxic
1955,cupu,toxic
1956,eh beri51k nih,toxic
1957,wahai brengs3k amat,toxic
1958,kau br3ng5eklu lu,toxic
1959,4rogan,toxic
1960,wahai loser bang,toxic
1961,pemarah,toxic
1962,dasar m4la5 cuk,toxic
1963,j0r0k,toxic
1964,pembohong,toxic
1965,si paling nyebelin cuk,toxic
1966,kamu kampungan,toxic
1967,woi berisik,toxic
1968,g0bl0k,toxic
1969,3go15,toxic
1970,rusak ya,toxic
1971,eh begokan,toxic
1972,ampas sekali,toxic
1973,goblok bro,toxic
1974,dasar anak ngehe,toxic
1975,kamu br3ngs3k beneran,toxic
1976,oi tolol,toxic
1977,dasar manusia brengos cuk,toxic
1978,pecundang cuk,toxic
1979,pengkhianat,toxic
1980,edan parah,toxic
1981,loser amat,toxic
1982,busuk nih,toxic
1983,wahai l3bay nih,toxic
1984,kau sombong,toxic
1985,ny3b3lin,toxic
1986,tukangfitnah,toxic
1987,pecundang amat,toxic
1988,useless,toxic
1989,dasar lu beg0 nih,toxic
1990,oi muka dua cuk,toxic
1991,kamu anjing,toxic
1992,woi cerewet,toxic
1993,bodoh sih,toxic
1994,si paling lebay bang,toxic
1995,bangsat,toxic
1996,si paling biadab,toxic
1997,penipu sekali,toxic
1998,sialan parah,toxic
1999,pengac4u,toxic
2000,dungu,toxic
2001,jul1d,toxic
2002,norak,toxic
2003,kampungan,toxic
2004,berisik sih,toxic
2005,biadab parah,toxic
2006,oi jorok,toxic
2007,mal45,toxic
2008,ngawur abis,toxic
2009,sampah beneran,toxic
2010,oi baj1ng4n kau,toxic
2011,woi bacot,toxic
2012,parasit,toxic
2013,dasar begokan,toxic
2014,useless,toxic
2015,dasar manusia k3par4t bro,toxic
2016,4r0g4n,toxic
2017,busuk lu,toxic
2018,p3mboh0ng,toxic
2019,bajingan beneran,toxic
2020,ng3yel,toxic
2021,dasar manusia ngeyel,toxic
2022,pengacau lu,toxic
2023,julid,toxic
2024,hei br3ng5eklu ya,toxic
2025,loser abis,toxic
2026,berisik banget,toxic
2027,nyeb3lin,toxic
2028,dasar p4yah lu,toxic
2029,muka dua,toxic
2030,garing,toxic
2031,woi b3randal bro,toxic
